sleep,stress,mood,energy,screen_time,hour,activity,social,day_type,prediction,top_probability,second_probability,probability_margin,entropy,normalised_entropy,certainty_score,certainty,probability_mae,top1_correct
7.82,4,4,2,6.12,8,Working,Medium,Weekend,Take a short break,0.7342752074523281,0.06786050469965145,0.6664147027526767,0.995431060424837,0.5555606528222783,0.769311712789092,High,0.0030054223908750513,True
6.59,3,3,3,6.55,21,Relaxing,Medium,Weekend,Prepare for bed,0.5581559696053379,0.11730950845270544,0.44084646115263243,1.3563427669731876,0.7569893114936581,0.6083648468305132,High,0.004992843542437033,True
7.69,3,2,3,3.22,14,Relaxing,Low,Weekday,Connect socially,0.7978356398616484,0.09520560264160419,0.7026300372200442,0.7802779421430766,0.4354814111735903,0.8219297557030237,High,0.0026439658444302374,True
8.19,3,3,3,2.97,12,Relaxing,Medium,Weekend,Take a short break,0.2900928151533705,0.27296138300099426,0.017131432152376225,1.6201333248177399,0.9042136250105842,0.16169104432356324,Low,0.001574569841416882,True
9.29,4,3,3,3.82,10,Phone,Medium,Weekday,Take a short break,0.468996165726874,0.2135944596585902,0.25540170606828383,1.4482347542738623,0.808275206101077,0.4281744276046766,Moderate,0.002900184083260597,True
6.98,4,3,1,4.31,10,Relaxing,Medium,Weekday,Take a short break,0.6824128533872933,0.1209953115878695,0.5614175417994238,1.0752441110657984,0.6001051645224716,0.7370647511197876,High,0.001239447439520075,True
8.25,3,4,4,3.39,20,Relaxing,Medium,Weekday,Stay active,0.2751074213880578,0.22292264413019924,0.05218477725785858,1.6807591577037462,0.9380495465877844,0.17271777438757016,Low,0.0014364886575588588,True
5.77,2,3,3,5.02,16,Working,High,Weekend,Prepare for bed,0.3552266289301797,0.21614203771549914,0.13908459121468056,1.6182535939513296,0.9031645272389842,0.2765782914210604,Low,0.0023430038249270062,True
7.41,3,4,3,5.44,20,Exercise,Medium,Weekday,Prepare for bed,0.44043119346451903,0.1781737192896456,0.26225747417487344,1.5341175769451123,0.8562073220721179,0.41053280456702135,Moderate,0.004743824681738939,True
7.04,2,3,4,6.63,12,Studying,Medium,Weekend,Stay active,0.22536560274674752,0.21344773649859966,0.011917866248147863,1.7430290751012667,0.9728030492018089,0.1151964177693781,Low,0.0037348731763736467,True
7.87,1,4,4,2.11,13,Working,High,Weekday,Stay active,0.36425010934804586,0.3378742462937556,0.02637586305429024,1.477735660678075,0.8247399754581617,0.21742765825299146,Low,0.0024384680988591713,True
8.46,2,5,3,0.91,15,Studying,Medium,Weekday,Maintain habits,0.2911973911360137,0.2736075221037627,0.01758986903225096,1.612126340213591,0.8997448418163765,0.1634027659705065,Low,0.0014203723486806933,True
6.62,3,2,4,3.91,16,Relaxing,Low,Weekday,Connect socially,0.797036443074727,0.06018223875498084,0.7368542043197461,0.8057564262912553,0.4497012239251064,0.8187261545986058,High,0.0018477858580591144,True
8.52,2,4,4,2.49,9,Exercise,Medium,Weekend,Maintain habits,0.4481482358513959,0.2161351688071,0.23201306704429592,1.5165196162113388,0.8463857131809673,0.3947987104279418,Moderate,0.0020022297055994377,True
7.58,3,2,3,3.53,8,Working,Medium,Weekend,Take a short break,0.42216615065401253,0.3061035631026269,0.11606258755138565,1.4319725218260215,0.7991990813604904,0.3113787628081775,Low,0.0017644298548986047,True
8.0,2,4,3,4.33,23,Studying,High,Weekend,Prepare for bed,0.5683842031569454,0.13542714786748386,0.4329570552894615,1.3299499903649643,0.7422592224044154,0.6103909856423654,High,0.0028418687036746953,True
8.38,3,4,4,5.36,18,Studying,High,Weekend,Stay active,0.29411918639683765,0.23806304470719072,0.05605614168964693,1.6690740373794832,0.9315279567622833,0.18528734170887315,Low,0.00207104414991094,True
6.2,4,2,3,4.15,8,Exercise,Low,Weekday,Connect socially,0.7393191956394762,0.17442364966840068,0.5648955459710756,0.8242322820155339,0.46001279533945394,0.7906910789698736,High,0.0031680697221230254,True
6.9,4,3,3,5.18,19,Phone,Medium,Weekend,Take a short break,0.33557026112317834,0.24102350882988519,0.09454675229329315,1.6068682415396935,0.8968102410710193,0.23782729589653162,Low,0.0028926506278744366,True
8.16,3,3,3,4.04,14,Exercise,Medium,Weekday,Take a short break,0.34201297582164464,0.31612687895012836,0.025886096871516273,1.5453521931859298,0.8624774807813433,0.1995306107735328,Low,0.0017778335521171234,True
6.54,3,3,3,4.34,20,Relaxing,High,Weekday,Prepare for bed,0.5381212521300403,0.1800803799722666,0.35804087215777364,1.3665584180250214,0.762690774902826,0.5402450189883945,Moderate,0.0030641990733488063,True
8.59,3,4,3,3.67,22,Studying,Low,Weekday,Connect socially,0.38321298444289464,0.2142585971110051,0.16895438733188956,1.5491250578553717,0.8645831566458987,0.31779728280244557,Low,0.0024385498257068604,True
5.39,3,4,3,2.96,7,Exercise,Medium,Weekday,Prepare for bed,0.38027837681934457,0.25717016770323226,0.12310820911611231,1.5293581374291505,0.8535510283018317,0.2865908102896173,Low,0.0030059384256198966,True
8.23,2,5,4,3.65,22,Relaxing,High,Weekday,Prepare for bed,0.4304472807091013,0.26074109926276806,0.16970618144633326,1.3389197035518383,0.7472653146511268,0.3630425404013035,Low,0.010508659199030546,True
7.26,1,4,3,4.58,10,Exercise,Medium,Weekday,Prepare for bed,0.2547583245519525,0.25227963516556645,0.002478689386386068,1.6965159691485492,0.9468435904956932,0.12700761051971024,Low,0.002976286907653699,True
7.15,4,2,3,4.81,13,Studying,Medium,Weekday,Take a short break,0.5948625134131649,0.22035883194817674,0.37450368146498814,1.1929145115108142,0.6657782654413755,0.5966850549731407,High,0.0024190310608623485,True
8.1,4,2,3,3.08,18,Relaxing,Medium,Weekend,Take a short break,0.4609685023354704,0.3113883163196618,0.14958018601580858,1.345350410210731,0.7508543603736886,0.36197108418728996,Low,0.0017742581747546484,True
6.43,3,4,2,4.3,19,Studying,Low,Weekend,Take a short break,0.30984868974764157,0.3013168404644706,0.008531849283170967,1.452446748784821,0.8106259649966184,0.1832790118853347,Low,0.004202017003328586,False
8.43,3,3,3,2.65,11,Studying,Medium,Weekday,Take a short break,0.4338791970426783,0.22298347776428457,0.21089571927839373,1.4850869136525473,0.8288427878616812,0.3771040845917446,Low,0.002083850457581107,True
7.5,4,3,2,6.67,10,Phone,Medium,Weekend,Take a short break,0.5309970859110904,0.20408291278811844,0.326914173122972,1.3403628659587463,0.7480707589262614,0.5181744580608187,Moderate,0.0017783696074063278,True
6.37,4,2,4,4.33,13,Working,Low,Weekday,Connect socially,0.7196020790317907,0.16281541492200668,0.5567866641097841,0.9248351806372495,0.5161603421220913,0.7705888671398876,High,0.002365542660615736,True
9.52,2,4,4,3.86,14,Phone,High,Weekday,Stay active,0.3488317724850778,0.3292475616970747,0.019584210788003098,1.4950262303143242,0.8343900261112768,0.20380523994763183,Low,0.002113120149537419,True
7.58,3,3,4,3.64,13,Exercise,Medium,Weekend,Connect socially,0.35432613275357266,0.19958057797703826,0.1547455547765344,1.6206918895097329,0.9045253659008018,0.28686357490252146,Low,0.0019442173786419711,True
6.34,4,3,3,1.33,11,Studying,High,Weekday,Take a short break,0.6599279368164505,0.14417124129665215,0.5157566955197983,1.1056663997378147,0.6170841671143336,0.723550738144536,High,0.0025571852572442554,True
8.8,3,3,3,3.9,23,Working,Medium,Weekend,Take a short break,0.31124320118266546,0.29521632430006584,0.016026876882599628,1.5889686519776405,0.8868202899255317,0.17391419636491287,Low,0.002292359062912546,True
7.53,3,2,4,4.55,20,Exercise,Medium,Weekday,Connect socially,0.38626529583012975,0.3005154156905318,0.08574988013959794,1.488931846285809,0.8309886856226782,0.2676465620967413,Low,0.004483874545776068,True
8.31,2,5,3,4.69,23,Studying,High,Weekday,Prepare for bed,0.5114326014420255,0.1579219281513786,0.3535106732906469,1.4181576792517008,0.7914888709156295,0.5193043677692384,Moderate,0.0023655417107835077,True
7.34,3,3,2,4.56,9,Phone,Medium,Weekday,Take a short break,0.3882005535539555,0.19015738995763218,0.19804316359632332,1.6099111067659555,0.8985084964889594,0.3336187643189144,Low,0.001647830084409465,True
8.95,3,5,4,3.98,8,Studying,Medium,Weekend,Stay active,0.31757061012935256,0.23390367224349162,0.08366693788586094,1.6085168858176861,0.8977303669619698,0.22192755768591735,Low,0.0017499467048493953,True
9.41,2,4,4,4.21,17,Exercise,Medium,Weekday,Maintain habits,0.41842828160547024,0.21273174322794716,0.20569653837752308,1.5698719805118022,0.8761622346486894,0.3570478566569899,Low,0.0016792847353040222,True
6.45,3,4,4,5.36,18,Exercise,Low,Weekday,Connect socially,0.5105629284910065,0.22196511107079953,0.28859781742020696,1.3883868217693536,0.7748734389931888,0.47679710221646004,Moderate,0.003077061767175283,True
6.77,2,3,2,3.99,18,Relaxing,Medium,Weekday,Prepare for bed,0.3582138369479044,0.19637349894055456,0.16184033800734982,1.616898982894507,0.9024085044133278,0.2940027623490363,Low,0.002880509282473895,True
5.57,3,3,3,5.27,9,Relaxing,Low,Weekday,Connect socially,0.6095223854301657,0.1374271303857008,0.47209525504446487,1.2413449519638773,0.6928078089067875,0.6661901901933424,High,0.0029674167136598925,True
7.65,4,3,3,2.94,20,Studying,Low,Weekday,Connect socially,0.4831962587211533,0.32895079418737666,0.15424546453377663,1.2436066420847949,0.6940700821972375,0.3865961251587151,Moderate,0.0018040487281804748,True
8.08,3,4,4,4.92,16,Studying,High,Weekend,Stay active,0.3089411682970871,0.2520668929578916,0.056874275339195535,1.6418140024434884,0.9163138415843464,0.19557275015425682,Low,0.002177321921540963,True
8.58,2,5,3,4.19,14,Working,Low,Weekday,Connect socially,0.4151693919997351,0.1814061189223855,0.23376327307734962,1.5488112177442304,0.8644079991448327,0.37757891772505897,Low,0.0028799774621290943,True
7.22,1,4,5,1.9,16,Studying,High,Weekday,Stay active,0.373599039534448,0.3037359010819616,0.06986313845248643,1.468876833478879,0.8197957698595093,0.25306461073534026,Low,0.0022966201909248064,True
7.16,3,3,3,3.91,7,Relaxing,Medium,Weekday,Take a short break,0.2690165868253666,0.253579329073075,0.0154372577522916,1.6683992820825608,0.9311513686607491,0.14563327076586927,Low,0.001840790679012207,True
7.46,2,3,3,5.45,11,Exercise,Low,Weekday,Connect socially,0.7124749253260486,0.07105458493932992,0.6414203403867187,1.0426066088659063,0.5818898277206221,0.7542357508525974,High,0.002466906062632017,True
7.7,2,4,4,3.01,23,Exercise,Medium,Weekend,Prepare for bed,0.6210204429645605,0.16978511941783395,0.4512353235467266,1.1918640778433662,0.6651920072490857,0.6622855243669438,High,0.0040932111918572725,True
8.34,3,3,2,4.63,17,Studying,Low,Weekend,Connect socially,0.513441509204705,0.34187508969343056,0.17156641951127444,1.1847790920272485,0.6612378013761455,0.41889761252478025,Moderate,0.003602548971728795,True
7.49,4,2,3,6.17,9,Phone,Low,Weekday,Connect socially,0.6819675081950802,0.16635375538635214,0.5156137528087281,1.0221938513584292,0.5704972508384855,0.742785928520089,High,0.000855447815034876,True
7.82,3,4,2,4.99,13,Exercise,Medium,Weekday,Take a short break,0.4545167136775417,0.1516503557552322,0.30286635792230954,1.5232041065912596,0.8501163982950807,0.4465156920414943,Moderate,0.0035643987456526597,True
7.01,2,3,3,5.71,11,Phone,Medium,Weekday,Reduce screen time,0.2966953298535788,0.1925290959791382,0.10416623387444063,1.7090331434519979,0.9538295584888422,0.21566335044845047,Low,0.001731269267144402,True
8.53,3,3,3,3.88,22,Studying,Medium,Weekend,Take a short break,0.3161355841232827,0.28620406726866615,0.029931516854616536,1.5899032091528935,0.8873418762161601,0.18574469941047675,Low,0.0023732151081276424,True
8.6,4,4,4,6.72,20,Phone,Medium,Weekend,Reduce screen time,0.36883371925084824,0.16649929352904216,0.20233442572180607,1.6496604876299936,0.9206930483480118,0.3234706619985436,Low,0.0036829941116910936,True
7.61,3,3,4,5.67,17,Phone,Medium,Weekend,Reduce screen time,0.2711875983849862,0.22097958104668622,0.050208017338299965,1.7117123323795642,0.9553248422998554,0.1661150629500827,Low,0.0026456907324605614,True
7.16,3,4,3,2.77,22,Studying,Medium,Weekday,Prepare for bed,0.553329031694117,0.1923822183060418,0.36094681338807516,1.3104287360865534,0.7313642029480254,0.5553879930444002,Moderate,0.0014277397769808884,True
7.07,4,3,3,5.19,14,Phone,Medium,Weekday,Take a short break,0.39836197580571225,0.1863666016360336,0.21199537416967865,1.5824194437018688,0.8831651071913261,0.3510266295930803,Low,0.0015354929317051812,True
6.66,3,3,3,2.56,21,Working,High,Weekend,Prepare for bed,0.5484516791730686,0.2588148898363062,0.2896367893367624,1.2343397359080042,0.6888981233847173,0.5117693834866711,Moderate,0.0018798241287223745,True
6.74,2,4,3,4.38,16,Studying,Low,Weekday,Connect socially,0.44663260866800963,0.16631720110263287,0.28031540756537676,1.5366064374177646,0.8575963815499085,0.4256861828863864,Moderate,0.0025687107047790724,True
8.05,3,3,3,3.99,20,Studying,Low,Weekday,Connect socially,0.5619459650165274,0.19112125540547348,0.3708247096110539,1.291954019653642,0.7210532673842966,0.5682423275083157,Moderate,0.0014365107081179024,True
8.84,2,4,4,2.91,21,Relaxing,Medium,Weekend,Stay active,0.284441957192137,0.2640274057338921,0.02041455145824489,1.5820956253807612,0.882984380745244,0.16569219060818427,Low,0.003988243458601538,True
8.31,3,4,3,7.23,16,Studying,Medium,Weekend,Take a short break,0.3331886359256903,0.21664910447845284,0.11653953144723747,1.6550811801067498,0.9237183944225559,0.24676887929511568,Low,0.0015756591739746195,True
6.19,3,3,2,4.1,11,Phone,Medium,Weekday,Take a short break,0.3612655837945217,0.22434487075029705,0.13692071304422468,1.600157419814684,0.8930648601534005,0.27980103980781196,Low,0.0009375936483848926,True
8.28,2,3,4,4.29,11,Relaxing,Low,Weekday,Connect socially,0.6808493123136379,0.1261877467530608,0.5546615655605771,1.0865293778045013,0.6064035918128071,0.7351014721785757,High,0.0016086192980598775,True
9.89,2,3,4,3.84,13,Relaxing,High,Weekend,Stay active,0.3505055619924844,0.319541899095708,0.03096366289677638,1.5424992813165823,0.8608852403504463,0.2072250188542722,Low,0.004410051225006702,True
7.87,2,3,3,3.22,12,Studying,Low,Weekday,Connect socially,0.6504301321526382,0.10946094500396623,0.540969187148672,1.170726190171851,0.6533947275167665,0.7120146139653338,High,0.0011839824942254395,True
7.95,3,3,2,5.14,15,Phone,Medium,Weekend,Take a short break,0.3857276538625358,0.1893357152272188,0.19639193863531704,1.6023137771028368,0.8942683460705598,0.33219813206875104,Low,0.0011241591341963723,True
6.34,3,4,3,3.22,16,Exercise,Medium,Weekday,Prepare for bed,0.34612153771870213,0.26254091662332923,0.0835806210953729,1.5728981809763356,0.8778511892860198,0.23869088888297305,Low,0.0023285473826443297,True
7.94,3,4,3,4.72,9,Studying,Medium,Weekend,Take a short break,0.38383879680727956,0.1983308423509133,0.18550795445636625,1.6219325529919804,0.9052177933742183,0.3215394680078885,Low,0.0012463699005258709,True
7.43,2,4,4,6.54,21,Studying,Medium,Weekend,Prepare for bed,0.43739359482445817,0.1718454890609243,0.2655481057635338,1.5392033841563448,0.8590457651212977,0.4109016386812203,Moderate,0.002881819559241059,True
7.04,4,3,2,7.65,6,Phone,High,Weekday,Take a short break,0.5265392715852691,0.2802658972877896,0.24627337429747953,1.2518870857967184,0.6986914858254215,0.46959573705652247,Moderate,0.00349541485816899,True
8.6,3,3,3,4.6,10,Working,Medium,Weekday,Take a short break,0.42539425683894105,0.21823776794338412,0.20715648889555693,1.526229030251325,0.8518046403342695,0.36607602973755937,Low,0.0016732563974282133,True
8.18,3,3,4,2.98,6,Working,Low,Weekday,Connect socially,0.6607420009993684,0.11874665719572772,0.5419953438036407,1.120805199665781,0.6255332922273649,0.7222272420042428,High,0.0027555892457563104,True
7.59,3,3,3,5.02,23,Exercise,Low,Weekend,Connect socially,0.46982562237642356,0.3662017683815224,0.10362385399490115,1.211489772871741,0.6761453161978757,0.34872916462624626,Low,0.004028569400876775,True
7.34,3,4,3,4.28,15,Working,High,Weekday,Take a short break,0.40467750050578744,0.21033295416209055,0.19434454634369688,1.5496176352264566,0.8648580693110998,0.3451744438059722,Low,0.0016358502371449854,True
7.24,3,3,4,5.83,11,Phone,High,Weekday,Reduce screen time,0.33700627000178807,0.2279335759964049,0.10907269400538316,1.654169780848909,0.923209732811724,0.24336176074222807,Low,0.0034226414849111778,True
7.5,2,4,4,2.64,9,Relaxing,High,Weekend,Stay active,0.3760845190147053,0.2942575454818687,0.08182697353283658,1.5041651870689545,0.8394905749916283,0.25861880003127735,Low,0.002092605734356758,True
6.54,3,2,4,2.49,14,Studying,Medium,Weekend,Connect socially,0.3483463118828468,0.24944868883813984,0.09889762304470698,1.5663594879798184,0.8742018752409073,0.2511438014303945,Low,0.0023447047215365622,True
8.82,3,3,3,5.78,23,Exercise,Medium,Weekend,Prepare for bed,0.3870168177857332,0.19763378717078392,0.1893830306149493,1.5639620265883085,0.8728638265615593,0.3321529241217326,Low,0.006194280635177972,True
8.49,3,3,2,5.09,17,Phone,Medium,Weekday,Take a short break,0.3890388197351589,0.19116242399494363,0.1978763957402153,1.5982953356619911,0.8920256112002499,0.33517582365892223,Low,0.0017367340556375573,True
7.31,3,3,3,3.94,14,Studying,High,Weekend,Take a short break,0.4775305976947348,0.17304748480778703,0.3044831128869478,1.4803491285767563,0.8261985796645663,0.46278723205058087,Moderate,0.0016599042117089572,True
7.26,3,4,3,4.5,14,Exercise,High,Weekend,Take a short break,0.33491567840301145,0.2530817490359008,0.08183392936711065,1.611096648769676,0.8991701600794587,0.22816177382244085,Low,0.0027169096192250337,True
8.2,1,2,5,2.04,9,Relaxing,Medium,Weekday,Connect socially,0.4031439045713094,0.24904856647452195,0.15409533809678744,1.4738663616242262,0.822580478538904,0.32476539801705967,Low,0.0026211627737394425,True
7.25,4,4,2,6.41,16,Studying,High,Weekend,Take a short break,0.7319944682484807,0.08630566520148183,0.6456888030469988,0.9658886453828592,0.539072717053363,0.7715829673011437,High,0.0020061766071402085,True
